subject_id,session_id,epoch_idx,label_name,label_idx,n_channels,n_samples,fs,path_h5
11,S001,52,più,30,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,53,macchina,91,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,54,dire,9,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,55,lavoro,81,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,56,tempo,80,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,57,lei,59,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,58,cosa,74,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,59,tu,63,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,60,gioia,101,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,61,accendere,24,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,62,sinistra,40,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,63,morte,106,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,64,venire,19,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,65,però,51,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,66,computer,95,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,67,persona,82,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,68,questo,64,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,69,acqua,83,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,70,riposo,109,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,71,sentire,17,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,72,bene,27,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,73,potere,14,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,74,quando,53,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,75,prendere,15,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,76,avere,3,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,77,sempre,33,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,78,trovare,18,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,79,dolore,108,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,80,spegnere,25,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,81,piccolo,71,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,82,problema,78,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,83,dovere,10,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,84,domanda,96,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,85,tristezza,103,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,86,donna,86,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,87,uomo,87,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,88,quindi,52,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,89,oggetto,93,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,90,bisogno,85,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,91,si,28,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,92,forse,46,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,93,bere,23,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,94,mille,98,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,95,mano,92,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,96,chiamare,5,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,97,domani,44,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,98,sopra,37,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,99,chiudere,21,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,100,sapere,16,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,101,poi,35,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,102,poco,31,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,103,fare,12,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,104,sotto,38,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,105,felicità,102,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,106,guerra,89,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,107,quello,65,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,108,noi,60,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,109,prima,47,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,110,cibo,84,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,111,aprire,20,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,112,mettere,13,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,113,nuovo,72,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,114,bello,67,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,115,buono,66,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,116,bagno,107,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,117,arrivare,0,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,118,io,57,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,119,paura,99,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,120,mangiare,22,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,121,amore,105,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,122,voi,61,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,123,indietro,42,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,124,come,50,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,125,dare,8,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,126,oggi,43,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,127,oppure,56,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,128,molto,32,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,129,brutto,69,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,130,serenità,104,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,131,capire,4,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,132,no,29,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,133,gruppo,88,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,134,male,36,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,135,lui,58,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,136,avanti,41,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,137,conoscere,7,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,138,dove,54,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,139,perchè,48,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,140,se,55,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,141,idea,90,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,142,telefono,94,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,143,anche,49,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,144,ieri,45,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,145,vecchio,73,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,146,ansia,100,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,147,grande,70,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,148,destra,39,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,149,aiuto,79,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,150,adesso,34,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,151,aspettare,2,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,152,volere,26,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,153,loro,62,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,154,uno,97,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,155,casa,77,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,156,essere,11,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,157,chiedere,6,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,158,anno,76,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,159,andare,1,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,160,cattivo,68,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,161,parte,75,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,162,più,30,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,163,macchina,91,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,164,dire,9,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,165,lavoro,81,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,166,tempo,80,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,167,lei,59,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,168,cosa,74,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,169,tu,63,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,170,gioia,101,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,171,accendere,24,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,172,sinistra,40,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,173,morte,106,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,174,venire,19,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,175,però,51,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,176,computer,95,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,177,persona,82,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,178,questo,64,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,179,acqua,83,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,180,riposo,109,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,181,sentire,17,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,182,bene,27,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,183,potere,14,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,184,quando,53,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,185,prendere,15,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,186,avere,3,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,187,sempre,33,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,188,trovare,18,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,189,dolore,108,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,190,spegnere,25,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,191,piccolo,71,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,192,problema,78,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,193,dovere,10,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,194,domanda,96,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,195,tristezza,103,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,196,donna,86,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,197,uomo,87,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,198,quindi,52,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,199,oggetto,93,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,200,bisogno,85,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,201,si,28,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,202,forse,46,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,203,bere,23,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
11,S001,204,mille,98,61,384,256,/Users/dani/Documents/Thesis_ImaSpe/Daniele_IS_Thesis/data/processed/11_S001.h5
